id,section,section_title,source_line,problem,status,disposition,evidence
H33,H,MACHINE LEARNING MODEL PROBLEMS,650,Model latency may be underestimated.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H34,H,MACHINE LEARNING MODEL PROBLEMS,652,Training may be unstable.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H35,H,MACHINE LEARNING MODEL PROBLEMS,654,Hyperparameter tuning may overfit benchmark data.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
H36,H,MACHINE LEARNING MODEL PROBLEMS,656,Architecture search may implicitly leak validation knowledge.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I1,I,PHYSICS-INFORMED ML PROBLEMS,662,"Physics constraints may be only descriptive, not enforced.",partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I2,I,PHYSICS-INFORMED ML PROBLEMS,664,Physics features may be incorrectly specified.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I3,I,PHYSICS-INFORMED ML PROBLEMS,666,Wrong physical assumptions can bias the model.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I4,I,PHYSICS-INFORMED ML PROBLEMS,668,Physics loss weighting may be arbitrary.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I5,I,PHYSICS-INFORMED ML PROBLEMS,670,Physics loss may dominate data loss.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I6,I,PHYSICS-INFORMED ML PROBLEMS,672,Data loss may dominate physics loss.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I7,I,PHYSICS-INFORMED ML PROBLEMS,674,Physics model may be inaccurate.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I8,I,PHYSICS-INFORMED ML PROBLEMS,676,Model may satisfy a simplified physics model but fail reality.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I9,I,PHYSICS-INFORMED ML PROBLEMS,678,Physics constraints may reduce flexibility.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I10,I,PHYSICS-INFORMED ML PROBLEMS,680,Physics-informed model may be harder to train.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I11,I,PHYSICS-INFORMED ML PROBLEMS,682,Physics-informed model may require differentiable physics.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I12,I,PHYSICS-INFORMED ML PROBLEMS,684,Differentiable simulator may be computationally expensive.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I13,I,PHYSICS-INFORMED ML PROBLEMS,686,Physics constraints may need to vary by material.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I14,I,PHYSICS-INFORMED ML PROBLEMS,688,Directional anisotropy may need explicit representation.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I15,I,PHYSICS-INFORMED ML PROBLEMS,690,Frequency-dependent physics may need explicit representation.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I16,I,PHYSICS-INFORMED ML PROBLEMS,692,Multiple wave modes may need explicit representation.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I17,I,PHYSICS-INFORMED ML PROBLEMS,694,Mode conversion may need explicit representation.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I18,I,PHYSICS-INFORMED ML PROBLEMS,696,Boundary conditions may need to be represented.,partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
I19,I,PHYSICS-INFORMED ML PROBLEMS,698,"Physics consistency should be measured quantitatively, not just claimed.",partially_mitigated,A bounded software mechanism or test exists; broader robustness/generalization remains open.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J1,J,GRAPH / SPATIAL MODEL PROBLEMS,704,Sensor graph definition may be arbitrary.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J2,J,GRAPH / SPATIAL MODEL PROBLEMS,706,Fully connected graph may introduce irrelevant relationships.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J3,J,GRAPH / SPATIAL MODEL PROBLEMS,708,Distance-only graph may ignore wave propagation.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J4,J,GRAPH / SPATIAL MODEL PROBLEMS,710,Geometry-only graph may ignore anisotropy.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J5,J,GRAPH / SPATIAL MODEL PROBLEMS,712,Static graph may be inappropriate for changing frequencies.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J6,J,GRAPH / SPATIAL MODEL PROBLEMS,714,Edge weights may not represent physical coupling.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J7,J,GRAPH / SPATIAL MODEL PROBLEMS,716,Directionality may be lost.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J8,J,GRAPH / SPATIAL MODEL PROBLEMS,718,Sensor topology may change between deployments.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J9,J,GRAPH / SPATIAL MODEL PROBLEMS,720,Graph may not handle missing sensors.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J10,J,GRAPH / SPATIAL MODEL PROBLEMS,722,Graph may not handle new sensors.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J11,J,GRAPH / SPATIAL MODEL PROBLEMS,724,Graph may not handle irregular sensor layouts.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J12,J,GRAPH / SPATIAL MODEL PROBLEMS,726,Graph may not handle movable sensors.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J13,J,GRAPH / SPATIAL MODEL PROBLEMS,728,Graph may not represent candidate experiment paths.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J14,J,GRAPH / SPATIAL MODEL PROBLEMS,730,Graph may not represent defect nodes or latent fields.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J15,J,GRAPH / SPATIAL MODEL PROBLEMS,732,Graph model may merely reproduce prior GNN work.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
J16,J,GRAPH / SPATIAL MODEL PROBLEMS,734,"Graph novelty must therefore come from the actual closed-loop decision/inference contribution, not simply ""we used a GNN."" and domain-adaptive relational graph approaches. Therefore these components cannot safely be claimed as standalone novelty.",acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K1,K,MULTIMODAL LEARNING PROBLEMS,745,Multiple sensors may have incompatible sampling rates.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K2,K,MULTIMODAL LEARNING PROBLEMS,747,Multiple modalities may have different timestamps.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K3,K,MULTIMODAL LEARNING PROBLEMS,749,Modalities may have different noise properties.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K4,K,MULTIMODAL LEARNING PROBLEMS,751,Some modalities may be absent.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K5,K,MULTIMODAL LEARNING PROBLEMS,753,Some modalities may be unreliable.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K6,K,MULTIMODAL LEARNING PROBLEMS,755,Fusion may be dominated by one modality.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K7,K,MULTIMODAL LEARNING PROBLEMS,757,Early fusion may create huge dimensionality.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K8,K,MULTIMODAL LEARNING PROBLEMS,759,Late fusion may lose cross-modal interactions.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K9,K,MULTIMODAL LEARNING PROBLEMS,761,Cross-modal attention may overfit.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K10,K,MULTIMODAL LEARNING PROBLEMS,763,Modality failure needs graceful degradation.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K11,K,MULTIMODAL LEARNING PROBLEMS,765,Modality availability may change between structures.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K12,K,MULTIMODAL LEARNING PROBLEMS,767,Camera-based damage may only reveal surface evidence.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K13,K,MULTIMODAL LEARNING PROBLEMS,769,Acoustic data may reveal subsurface evidence.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K14,K,MULTIMODAL LEARNING PROBLEMS,771,Vision and acoustics may disagree.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K15,K,MULTIMODAL LEARNING PROBLEMS,773,System must decide how disagreement affects posterior belief.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K16,K,MULTIMODAL LEARNING PROBLEMS,775,Adding modalities may increase cost.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
K17,K,MULTIMODAL LEARNING PROBLEMS,777,Planner must consider the cost of switching modalities.,acknowledged_and_bounded,Recorded in the risk register and bounded as an explicit limitation or future experiment.,docs/ARGUS_X_DISPOSITION.md; docs/LIMITATIONS.md
